time_duration,seqlen,seq,attack
0,188,fcntl(2)~close(2)~fcntl(2)~close(2)~close(2)~fcntl(2)~close(2)~close(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~setpgrp(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~execve(2)~open(2) - read~mmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~close(2)~munmap(2)~open(2) - read~old setgid(2)~open(2) - read~unlink(2)~open(2) - read~unlink(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~close(2)~seteuid(2)~access(2)~lstat(2)~creat(2)~close(2)~link(2)~lstat(2)~unlink(2)~lstat(2)~open(2) - write~close(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~putmsg(2)~lstat(2)~unlink(2)~seteuid(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~exit(2),0
15,335,fcntl(2)~close(2)~close(2)~fcntl(2)~close(2)~fcntl(2)~close(2)~open(2) - read~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~setrlimit(2)~auditon(2) - get audit state~ioctl(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~audit(2)~close(2)~execve(2)~open(2) - read~mmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~close(2)~munmap(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~auditon(2) - get audit state~close(2)~open(2) - write~ioctl(2)~ioctl(2)~ioctl(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~ioctl(2)~close(2)~stat(2)~seteuid(2)~seteuid(2)~stat(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - write~open(2) - write~close(2)~close(2)~seteuid(2)~stat(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~setegid(2)~open(2) - read~ioctl(2)~close(2)~setgroups(2)~chdir(2)~chroot(2)~seteuid(2)~seteuid(2)~open(2) - read~open(2) - read~open(2) - read~open(2) - read~ftp access~audit(2)~seteuid(2)~open(2) - read~open(2) - read~setaudit(2)~chdir(2)~pipe(2)~open(2) - read~close(2)~vfork(2)~close(2)~seteuid(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~seteuid(2)~ioctl(2)~ioctl(2)~ioctl(2)~fcntl(2)~putmsg-connect~getmsg(2)~getmsg(2)~ioctl(2)~ioctl(2)~ioctl(2)~close(2)~close(2)~open(2) - read~stat(2)~seteuid(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~seteuid(2)~ioctl(2)~ioctl(2)~ioctl(2)~fcntl(2)~putmsg-connect~getmsg(2)~getmsg(2)~ioctl(2)~ioctl(2)~ioctl(2)~close(2)~close(2)~open(2) - read~stat(2)~seteuid(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~seteuid(2)~ioctl(2)~ioctl(2)~ioctl(2)~fcntl(2)~putmsg-connect~getmsg(2)~getmsg(2)~ioctl(2)~ioctl(2)~ioctl(2)~close(2)~close(2)~open(2) - read~stat(2)~seteuid(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~seteuid(2)~ioctl(2)~ioctl(2)~ioctl(2)~fcntl(2)~putmsg-connect~getmsg(2)~getmsg(2)~ioctl(2)~ioctl(2)~ioctl(2)~close(2)~close(2)~pipe(2)~vfork(2)~close(2)~seteuid(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~seteuid(2)~ioctl(2)~ioctl(2)~ioctl(2)~fcntl(2)~putmsg-connect~getmsg(2)~getmsg(2)~ioctl(2)~ioctl(2)~ioctl(2)~close(2)~close(2)~seteuid(2)~stat(2)~seteuid(2)~open(2) - write~open(2) - write~seteuid(2)~close(2)~close(2)~close(2)~close(2)~exit(2),0
2,188,fcntl(2)~close(2)~close(2)~fcntl(2)~close(2)~fcntl(2)~close(2)~open(2) - read~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~setrlimit(2)~auditon(2) - get audit state~ioctl(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~audit(2)~close(2)~execve(2)~open(2) - read~mmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~close(2)~munmap(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~fcntl(2)~close(2)~fcntl(2)~close(2)~fcntl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~stat(2)~stat(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~close(2)~munmap(2)~munmap(2)~auditon(2) - get audit state~open(2) - read~ioctl(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~ioctl(2)~rsh access~audit(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~exit(2),1
44,205,fcntl(2)~close(2)~close(2)~fcntl(2)~close(2)~fcntl(2)~close(2)~open(2) - read~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~setrlimit(2)~auditon(2) - get audit state~ioctl(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~audit(2)~close(2)~execve(2)~open(2) - read~mmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~close(2)~munmap(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~open(2) - read~fork1(2)~ioctl(2)~ioctl(2)~access(2)~fcntl(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~getmsg(2)~open(2) - read~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~fork(2)~ioctl(2)~ioctl(2)~setpgrp(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~stat(2)~stat(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~open(2) - read~access(2)~ioctl(2)~open(2) - read~close(2)~open(2) - read~close(2)~open(2) - read~close(2)~open(2) - write~open(2) - write~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~exit(2),0
21,353,setpgrp(2)~open(2) - read~close(2)~close(2)~close(2)~close(2)~close(2)~fcntl(2)~close(2)~fcntl(2)~close(2)~fcntl(2)~close(2)~close(2)~open(2) - read~open(2) - read~fcntl(2)~fcntl(2)~open(2) - write~open(2) - write~close(2)~close(2)~fcntl(2)~fcntl(2)~close(2)~close(2)~open(2) - read~close(2)~close(2)~execve(2)~open(2) - read~mmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~close(2)~munmap(2)~open(2) - read~ioctl(2)~close(2)~old nice(2)~auditon(2) - get audit state~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~open(2) - read~stat(2)~close(2)~stat(2)~stat(2)~stat(2)~stat(2)~stat(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~open(2) - read~stat(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~close(2)~munmap(2)~munmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~open(2) - read~ioctl(2)~close(2)~close(2)~munmap(2)~munmap(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~close(2)~open(2) - read~ioctl(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~close(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~login - telnet~audit(2)~stat(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~close(2)~munmap(2)~munmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~open(2) - read~ioctl(2)~close(2)~close(2)~munmap(2)~munmap(2)~open(2) - read~open(2) - read~open(2) - read~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~close(2)~munmap(2)~munmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~open(2) - read~ioctl(2)~close(2)~close(2)~munmap(2)~munmap(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~login - telnet~audit(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~close(2)~munmap(2)~munmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~open(2) - read~ioctl(2)~close(2)~close(2)~munmap(2)~munmap(2)~open(2) - read~open(2) - read~open(2) - read~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~close(2)~munmap(2)~munmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~open(2) - read~ioctl(2)~close(2)~close(2)~munmap(2)~munmap(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~login - telnet~audit(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~close(2)~munmap(2)~munmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~open(2) - read~ioctl(2)~close(2)~close(2)~munmap(2)~munmap(2)~open(2) - read~open(2) - read~close(2)~close(2)~close(2)~close(2)~exit(2),0
14,199,fcntl(2)~close(2)~close(2)~fcntl(2)~close(2)~fcntl(2)~close(2)~open(2) - read~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~setrlimit(2)~auditon(2) - get audit state~ioctl(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~audit(2)~close(2)~execve(2)~open(2) - read~mmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~close(2)~munmap(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~open(2) - read~fork1(2)~ioctl(2)~ioctl(2)~access(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~getmsg(2)~ioctl(2)~getmsg(2)~ioctl(2)~ioctl(2)~ioctl(2)~fork(2)~close(2)~ioctl(2)~ioctl(2)~setpgrp(2)~putmsg(2)~open(2) - read~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~stat(2)~stat(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~open(2) - read~access(2)~ioctl(2)~open(2) - read~close(2)~open(2) - read~close(2)~open(2) - read~close(2)~open(2) - write~open(2) - write~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~exit(2),1
48,205,fcntl(2)~close(2)~close(2)~fcntl(2)~close(2)~fcntl(2)~close(2)~open(2) - read~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~setrlimit(2)~auditon(2) - get audit state~ioctl(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~audit(2)~close(2)~execve(2)~open(2) - read~mmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~close(2)~munmap(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~open(2) - read~fork1(2)~ioctl(2)~ioctl(2)~access(2)~fcntl(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~getmsg(2)~open(2) - read~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~fork(2)~ioctl(2)~ioctl(2)~setpgrp(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~stat(2)~stat(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~open(2) - read~access(2)~ioctl(2)~open(2) - read~close(2)~open(2) - read~close(2)~open(2) - read~close(2)~open(2) - write~open(2) - write~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~exit(2),0
0,89,setpgrp(2)~ioctl(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~execve(2)~open(2) - read~mmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~close(2)~munmap(2)~open(2) - read~ioctl(2)~open(2) - read~close(2)~open(2) - read~open(2) - read~ioctl(2)~open(2) - read~open(2) - read~open(2) - read~open(2) - read~open(2) - read~open(2) - read~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~putmsg(2)~getmsg(2)~putmsg(2)~getmsg(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~exit(2),0
2,202,fcntl(2)~close(2)~close(2)~fcntl(2)~close(2)~fcntl(2)~close(2)~open(2) - read~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~setrlimit(2)~auditon(2) - get audit state~ioctl(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~audit(2)~close(2)~execve(2)~open(2) - read~mmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~close(2)~munmap(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~fcntl(2)~putmsg-connect~getmsg(2)~getmsg(2)~fcntl(2)~close(2)~fcntl(2)~close(2)~fcntl(2)~close(2)~open(2) - read~stat(2)~stat(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~close(2)~munmap(2)~munmap(2)~auditon(2) - get audit state~open(2) - read~ioctl(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~ioctl(2)~rsh access~audit(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~exit(2),1
1,49,setpgrp(2)~ioctl(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~execve(2)~open(2) - read~mmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~close(2)~open(2) - read~close(2)~open(2) - read~mmap(2)~memcntl(2)~munmap(2)~close(2)~close(2)~close(2)~close(2)~exit(2),0
